"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","A02","A02[other]","A022","A022[other]","A01","A03","A04","A08","A08[other]","A05","A05[other]","A06","A06[other]","A07","A07[other]","A09","A09[other]","B01","B02","B03","B04","B05","B06","B07","B08","C01","D01[SQ001]","D01[SQ002]","D01[SQ003]","D01[SQ004]","D01[SQ005]","D01[SQ006]","D01[SQ007]","D01[SQ008]","D01[SQ009]","D01[SQ010]","D01[SQ011]","D01[SQ012]","D01[SQ013]","D01[SQ014]","D01[SQ015]","D01[SQ016]","D01[SQ017]","D01[SQ018]","D01[SQ019]","D01[SQ020]","D01[SQ021]","D01[SQ022]","D01[SQ023]","E01[SQ001]","E01[SQ002]","E01[SQ003]","E01[SQ004]","E01[SQ005]","E01[SQ006]","E01[SQ007]","E01[SQ008]","E01[SQ009]","E01[SQ010]","E01[SQ011]","E01[SQ012]","E01[SQ013]","E01[SQ014]","F01","F02","F03","F04[SQ001]","F04[SQ002]","F04[SQ003]","F04[SQ004]","F04[SQ005]","F04[SQ006]","F04[SQ007]","F04[SQ008]","F04[SQ009]","F04[SQ011]","F04[other]","G01[SQ001]","G01[SQ002]","G01[SQ003]","G01[SQ004]","G01[SQ005]","G01[SQ006]","G01[SQ007]","G01[SQ008]","G01[SQ009]","G01[SQ010]","G01[SQ011]","H01[SQ001]","H01[SQ002]","H01[SQ003]","H01[SQ004]","H01[SQ005]","H01[SQ006]","H01[SQ007]","H01[SQ008]","H01[SQ009]","H01[SQ010]","H01[SQ011]","H01[SQ012]","H01[SQ013]","H01[SQ014]","H01[SQ015]","H01[SQ016]","H01[SQ017]","H01[SQ018]","H01[SQ019]","H01[SQ020]","H01[SQ021]","H01[SQ022]","H01[SQ023]","I01[SQ001]","I01[SQ002]","I01[SQ003]","I01[SQ004]","I01[SQ005]","I01[SQ006]","I01[SQ007]","I01[SQ008]","II01[SQ001]","II01[SQ002]","II01[SQ003]","II01[SQ004]","II01[SQ005]","II01[SQ006]","II01[SQ007]","II01[SQ008]","II01[SQ009]","II01[SQ010]","II01[SQ011]","II01[SQ012]","J01[SQ001]","J01[SQ002]","J01[SQ003]","J01[SQ004]","J01[SQ005]","J01[SQ006]","J01[SQ007]","K01[SQ001]","K01[SQ002]","K01[SQ003]","K01[SQ004]","K01[SQ005]","K01[SQ006]","K01[SQ007]","K01[SQ008]","K01[SQ009]","K01[SQ010]","K01[SQ011]","K01[SQ012]","K01[SQ013]","K01[SQ014]","K01[SQ015]","K01[SQ016]","K01[SQ017]","K01[SQ018]","K01[SQ019]","K01[SQ020]","K01[SQ021]","L01[SQ001]","L01[SQ002]","L01[SQ003]","L01[SQ004]","L01[SQ005]","L01[SQ006]","L01[SQ007]","L02[SQ001]","L02[SQ002]","L02[SQ003]","L02[SQ004]","L02[SQ005]","L02[SQ006]","L02[SQ007]","L02[SQ008]","L03[SQ001]","L03[SQ002]","L03[SQ003]","L03[SQ004]","L03[SQ005]","L03[SQ006]","L03[SQ007]","L03[SQ008]","L04[SQ001]","L04[SQ002]","L04[SQ003]","L04[SQ004]","L04[SQ005]","L04[SQ006]","L04[SQ007]","L04[SQ008]","L04[SQ009]","L04[SQ010]","M01","M02","M03","M03[other]","M04","M05","M05[other]","M06","M07","M07[other]","M08","LL01[SQ001]","LL01[SQ002]","LL02[SQ001]","LL02[SQ002]","LL03[SQ001]","LL03[SQ002]","LL04[SQ001]","LL04[SQ002]","LL05[SQ001]","LL05[SQ002]","LL06[SQ001]","LL06[SQ002]","LL07[SQ001]","LL07[SQ002]","LL08[SQ001]","LL08[SQ002]","LL09[SQ001]","LL09[SQ002]","LL10[SQ001]","LL10[SQ002]","N01","N01[other]","N02","N02[other]","N03","N032","N033","N034","N034[other]","N04","N08","N05","N06","N07","interviewtime","groupTime5405","A02Time","A022Time","A01Time","A03Time","A04Time","A08Time","A05Time","A06Time","A07Time","A09Time","groupTime5406","B01Time","B02Time","B03Time","B04Time","B05Time","B06Time","B07Time","B08Time","groupTime5407","C01Time","groupTime5408","D01Time","groupTime5409","E01Time","groupTime5418","F01Time","F02Time","F03Time","F04Time","G01Time","groupTime5411","H01Time","groupTime5412","I01Time","groupTime5419","II01Time","groupTime5413","J01Time","groupTime5414","K01Time","groupTime5415","L01Time","L02Time","L03Time","L04Time","groupTime5416","M01Time","M02Time","M03Time","M04Time","M05Time","M06Time","M07Time","M08Time","groupTime5649","LL01Time","LL02Time","LL03Time","LL04Time","LL05Time","LL06Time","LL07Time","LL08Time","LL09Time","LL10Time","groupTime5417","N01Time","N02Time","N03Time","N032Time","N033Time","N034Time","N04Time","N08Time","N05Time","N06Time","N07Time"
"1519","","5","fr","1216663779","2023-04-18 21:53:52","2023-04-18 22:05:33","A1","","A1","","2006-06-01 00:00:00","168","62","A4","","A1","","A8","","","","","","A4","A4","A2","A3","A1","A6","","","A4","A3","A3","A10","A4","A3","A3","A4","A4","A3","A3","A3","A1","A3","A4","A3","A4","A3","A4","A3","A2","A2","A10","A5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","A4","A1","A3","A5","A3","A4","A3","A2","A10","A1","A4","A2","A2","A2","A2","A1","A1","A2","A2","A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","703.58","66.83","","","","","","","","","","","128.58","","","","","","","","","70.06","","203.84","","","","","","","","","","","","","","","","","","234.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1520","2023-04-18 23:22:56","15","fr","901436180","2023-04-18 22:47:03","2023-04-18 23:22:56","A1","","A1","","2006-09-11 00:00:00","180","66","A2","","A1","","A8","","","","","","A4","A4","A3","A4","A1","A6","","","A3","A4","A2","A10","A10","A5","A4","A4","A4","A10","A3","A5","A3","A5","A5","A2","A1","A5","A1","A5","A3","A2","A10","A1","A5","A3","A2","A4","A3","A4","A1","A3","A1","A5","A3","A5","A3","A2","A1","A5","A3","","","","","Y","","","","","","","A5","A5","A5","A5","A3","A4","A3","A3","A5","A1","A2","A2","A3","A3","A1","A10","A2","A4","A4","A5","A4","A4","A3","A5","A2","A2","A5","A4","A2","A1","A1","A5","A2","A1","A1","A2","A4","A1","A5","A5","A1","A3","A5","A4","A5","A3","A1","A3","A2","A1","A2","A5","A2","A1","A4","A10","A3","A3","A4","A1","A3","A2","A3","A3","A3","A3","A10","A3","A2","A2","A4","A4","A1","A2","A3","A4","A2","A1","A1","A3","A10","A2","A4","A1","A5","A1","A1","A2","A2","A3","A1","A1","A3","A2","A2","A4","A3","A3","A5","A1","A4","A1","A5","A1","A5","A4","A5","A3","A3","A3","A3","A1","A5","A4","A4","A2","","","","","","","","","","","A2","A2","A1","","","A2","","A1","A2","A2","A2","","","A2","A2","","","A2","A2","","A10","","A10","","A3","Y","","","","A1","62200","marine.lafrogne@gmail.com","A1","","2159.97","82.45","","","","","","","","","","","127.93","","","","","","","","","56.12","","180.23","","132.57","","177.47","","","","","","242.62","","78.46","","97.21","","90.23","","208.12","","281.96","","","","","15.61","","","","","","","","","242.88","","","","","","","","","","","146.11","","","","","","","","","","",""
"1521","2023-04-18 23:38:44","15","fr","1317038510","2023-04-18 23:09:53","2023-04-18 23:38:44","A2","","A2","","2006-08-29 00:00:00","176","57","A2","","A1","","A8","","","","","","A3","A4","A4","","","","A1","A4","A2","A1","A3","A4","A1","A5","A4","A5","A1","A5","A1","A3","A5","A2","A3","A2","A1","A2","A1","A2","A1","A2","A2","A1","A3","A2","A4","A2","A3","A3","A2","A3","A2","A3","A1","A3","A3","A2","A1","A3","A2","Y","","Y","Y","Y","","","","","","","A5","A4","A4","A4","A4","A3","A1","A1","A1","A1","A2","A1","A4","A4","A1","A1","A4","A3","A5","A4","A5","A2","A4","A1","A5","A5","A5","A1","A1","A1","A3","A1","A5","A4","A3","A3","A5","A3","A2","A3","A4","A10","A1","A1","A1","A3","A1","A1","A1","A3","A1","A4","A5","A1","A1","A3","A2","A5","A1","A1","A3","A1","A1","A1","A3","A4","A5","A5","A2","A2","A4","A1","A2","A4","A4","A3","A2","A2","A2","A5","A4","A2","A4","A1","A2","A1","A2","A4","A3","A2","A1","A1","A3","A1","A1","A4","A1","A1","A3","A1","A3","A1","A5","A1","A5","A3","A1","A2","A3","A5","A5","A2","A1","A5","A1","A10","","","","","","","","","","","","A1","A1","","A2","","A2","","A2","","A2","","","A2","A1","","","A2","A2","","A5","","A3","","A2","Y","","","","A1","83370","lennydu62164@gmail.com ","A1","","1739.05","55.76","","","","","","","","","","","53.85","","","","","","","","","43.47","","149.43","","133.37","","133.31","","","","","","124.27","","62.87","","106.31","","46.69","","208.44","","240.23","","","","","15.97","","","","","","","","","280.39","","","","","","","","","","","84.69","","","","","","","","","","",""
"1522","","2","fr","427113775","2023-04-19 01:01:00","2023-04-19 01:03:22","A2","","A2","","1999-07-15 00:00:00","185","75","A2","","A3","","","","","","-oth-","Défense et sécurité publique ","A4","A3","A4","","","","A3","A4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142.57","72.12","","","","","","","","","","","70.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1523","","3","fr","956108685","2023-04-19 06:52:36","2023-04-19 06:59:21","A1","","A1","","2007-02-15 00:00:00","162","45","A2","","A1","","A8","","","","","","A4","A4","A2","A4","A1","A6","","","A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","406.92","109.2","","","","","","","","","","","149.98","","","","","","","","","147.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1524","2023-04-19 13:05:46","15","fr","736752763","2023-04-19 12:42:12","2023-04-19 13:05:46","A2","","A2","","2007-05-15 00:00:00","180","62","A4","","A1","","A8","","","","","","A3","A3","A3","","","","A1","A2","A3","A4","A5","A3","A5","A5","A4","A5","A4","A4","A3","A4","A4","A5","A5","A4","A3","A5","A5","A5","A5","A5","A3","A2","A5","A5","A2","A4","A5","A4","A1","A4","A1","A4","A4","A5","A4","A3","A1","A3","A3","","Y","Y","","Y","","","","","","","A4","A4","A3","A4","A2","A5","A4","A4","A5","A1","A1","A2","A2","A3","A4","A4","A4","A5","A4","A5","A4","A5","A4","A4","A3","A3","A1","A2","A2","A3","A3","A4","A3","A3","A2","A4","A4","A2","A5","A3","A2","A5","A1","A1","A2","A4","A1","A3","A4","A4","A1","A5","A2","A4","A5","A2","A4","A5","A4","A2","A2","A5","A5","A4","A4","A3","A4","A5","A4","A5","A4","A5","A3","A5","A4","A4","A4","A2","A2","A4","A5","A5","A4","A1","A3","A1","A1","A3","A5","A1","A4","A1","A2","A1","A3","A5","A2","A3","A4","A4","A2","A2","A4","A1","A3","A4","A1","A4","A4","A3","A2","A2","A3","A4","A3","A2","","","","","","","","","","","A2","A1","A1","A2","A1","A2","A2","A1","A1","A2","A1","A2","A2","A1","A1","A2","A2","A1","A1","A2","A4","","A3","","A3","Y","","","","A1","62240","dimitribertin236@gmail.com","A1","","1420.58","66.83","","","","","","","","","","","51.28","","","","","","","","","27.4","","120.69","","88.18","","113.47","","","","","","99.59","","63.4","","81.14","","41.44","","131.61","","245.73","","","","","9.19","","","","","","","","","207.3","","","","","","","","","","","73.33","","","","","","","","","","",""
"1525","","5","fr","1041275248","2023-04-19 14:32:17","2023-04-19 14:40:17","A1","","A1","","2006-08-15 00:00:00","167","55","A2","","A1","","A8","","","","","","A3","A4","A2","A3","A1","A7","","","A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","A4","A3","A3","A3","A4","A2","A4","A5","A3","A2","A4","A3","A4","A4","A2","A2","A2","A3","A3","A3","A3","A4","A1","A1","A2","A5","A3","A3","A1","A1","A3","A1","A4","A3","A1","A3","A5","A1","A3","A2","A5","A1","A1","A4","A4","A4","A1","A2","A2","A1","A1","A1","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","482.44","53.19","","","","","","","","","","","60.88","","","","","","","","","42.94","","","","","","","","","","","","","","","","","","","","134.27","","191.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1526","","4","fr","90040511","2023-04-19 20:58:44","2023-04-19 21:02:08","A1","","A1","","2001-12-15 00:00:00","164","58","A2","","A3","","","","","","-oth-","Communication et webmarketing","A4","A4","A4","A5","A1","A7","","","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","A2","A1","A5","A2","A2","A2","A5","A2","A5","A5","A5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206.2","63.48","","","","","","","","","","","32.84","","","","","","","","","19.06","","","","","","","","","","","","","","","","90.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1527","2023-04-19 22:06:30","15","fr","1145564698","2023-04-19 21:16:14","2023-04-19 22:06:30","A2","","A2","","2006-07-30 00:00:00","175","50","A2","","A1","","A8","","","","","","A4","A4","A4","","","","A3","A4","A1","A5","A5","A10","A4","A5","A5","A5","A3","A3","A5","A4","A2","A3","A5","A4","A3","A5","A3","A5","A3","A4","A2","A3","A4","A4","A2","A3","A5","A4","A1","A3","A1","A4","A2","A4","A2","A2","A1","A4","A1","","Y","","","Y","Y","","Y","Y","","","A5","A5","A5","A5","A4","A3","A4","A3","A2","A2","A2","A4","A4","A4","A2","A1","A4","A2","A10","A3","A4","A2","A4","A2","A4","A4","A1","A1","A1","A1","A3","A3","A4","A3","A2","A3","A3","A3","A4","A2","A2","A3","A1","A1","A1","A5","A1","A2","A1","A4","A1","A4","A3","A2","A4","A2","A3","A4","A4","A4","A3","A3","A4","A4","A4","A4","A4","A4","A4","A4","A3","A5","A4","A5","A5","A5","A4","A2","A2","A5","A5","A4","A3","A1","A3","A4","A1","A1","A3","A2","A5","A4","A1","A5","A5","A5","A5","A3","A5","A1","A3","A1","A3","A1","A3","A2","A4","A1","A4","A3","A4","A4","A1","A3","A4","A2","","","","","","","","","","","","A1","A1","","","A2","","A1","","A2","A1","","A2","","A2","","","A1","A1","","A10","","A10","","A2","Y","","","","A1","","","A1","","3023.46","134.6","","","","","","","","","","","145.69","","","","","","","","","22.48","","150.72","","179.27","","144.06","","","","","","222.88","","65.01","","95.43","","48.81","","287.39","","399.2","","","","","30.23","","","","","","","","","407.75","","","","","","","","","","","689.94","","","","","","","","","","",""
"1528","2023-04-21 08:48:33","15","fr","1361604402","2023-04-21 08:16:32","2023-04-21 08:48:33","A2","","A2","","2004-07-27 00:00:00","180","79","A1","","A2","","","","A2","","A6","","A4","A4","A4","","","","A3","A4","A3","A4","A5","A10","A3","A3","A2","A3","A1","A2","A10","A1","A4","A3","A2","A1","A1","A3","A4","A1","A4","A1","A5","A1","A2","A10","A3","A3","A4","A4","A3","A2","A10","A10","A10","A10","A10","A10","A1","A5","A4","","","","","Y","","","Y","","","","A5","A5","A5","A5","A1","A1","A3","A1","A1","A1","A1","A5","A3","A4","A3","A5","A5","A2","A3","A1","A4","A1","A5","A1","A5","A5","A3","A1","A1","A1","A1","A1","A4","A5","A5","A5","A5","A5","A1","A10","A10","A10","A1","A1","A1","A5","A2","A1","A3","A4","A1","A5","A5","A1","A10","A10","A10","A10","A10","A10","A10","A1","A4","A4","A5","A2","A1","A5","A1","A3","A3","A5","A3","A5","A5","A5","A3","A1","A3","A5","A5","A5","A4","A1","A3","A1","A1","A3","A3","A5","A3","A3","A2","A2","A1","A5","A3","A3","A5","A1","A3","A1","A5","A1","A3","A4","A1","A4","A2","A1","A1","A3","A2","A3","A3","A2","","","","","","","","","","","","A1","A1","","A1","","","A1","","A1","A1","","","A1","","A1","","A1","A1","","A7","","A5","","A2","Y","","","","A1","83550","thomasrms83@gmail.com","A2","","2078.39","149.02","","","","","","","","","","","120.57","","","","","","","","","48.48","","300.89","","107.76","","124.3","","","","","","165.5","","32.74","","143.71","","28.75","","147.41","","415.84","","","","","10.06","","","","","","","","","166.13","","","","","","","","","","","117.23","","","","","","","","","","",""
"1529","2023-04-21 08:43:25","15","fr","4608140","2023-04-21 08:16:36","2023-04-21 08:43:25","A2","","A2","","2004-12-16 00:00:00","167","65","A1","","A2","","","","A2","","A6","","A4","A3","A4","","","","A4","A4","A3","A4","A4","A2","A4","A3","A4","A5","A4","A2","A4","A5","A3","A2","A4","A3","A3","A4","A5","A2","A4","A4","A4","A2","A4","A4","A2","A4","A4","A3","A3","A1","A2","A3","A4","A4","A4","A4","A1","A4","A3","","Y","","","Y","","","Y","","","","A5","A5","A4","A5","A1","A1","A4","A3","A3","A2","A1","A3","A4","A2","A5","A2","A1","A5","A2","A1","A2","A1","A4","A4","A5","A2","A5","A4","A4","A4","A4","A4","A2","A1","A2","A3","A3","A5","A5","A2","A3","A3","A3","A5","A5","A3","A2","A2","A4","A4","A5","A5","A1","A4","A4","A2","A3","A4","A3","A1","A2","A2","A4","A4","A5","A2","A2","A3","A2","A5","A4","A2","A2","A4","A5","A2","A2","A1","A2","A2","A4","A5","A1","A2","A2","A4","A4","A1","A3","A2","A2","A1","A2","A1","A1","A4","A1","A1","A4","A1","A3","A1","A4","A1","A3","A3","A1","A4","A3","A2","A1","A1","A1","A1","A2","A2","","","","","","","","","","","","A1","A1","","","A2","","A1","","A1","A1","","","A1","A2","","","A1","A1","","A1","","A1","","A2","Y","","","","A1","83400","","A2","","1617.04","95.8","","","","","","","","","","","87.69","","","","","","","","","63.1","","129.12","","86.62","","121.28","","","","","","127.95","","59.54","","118.37","","65.92","","166.61","","188.72","","","","","12.89","","","","","","","","","214.12","","","","","","","","","","","79.31","","","","","","","","","","",""
"1530","2023-04-21 08:43:48","15","fr","1637715342","2023-04-21 08:16:37","2023-04-21 08:43:48","A2","","A2","","2003-06-19 00:00:00","155","47","A1","","A2","","","","A2","","A6","","A4","A3","A2","","","","A4","A3","A4","A1","A1","A4","A5","A3","A3","A5","A5","A2","A3","A3","A1","A3","A1","A3","A5","A4","A3","A1","A3","A2","A3","A5","A3","A3","A3","A3","A1","A3","A5","A1","A2","A3","A3","A3","A1","A1","A1","A5","A1","Y","Y","","","Y","","","Y","Y","","","A5","A5","A5","A5","A3","A1","A4","A5","A5","A5","A2","A2","A3","A4","A1","A1","A4","A4","A5","A3","A5","A3","A3","A3","A3","A3","A5","A3","A1","A1","A3","A1","A5","A3","A3","A5","A5","A3","A3","A5","A3","A3","A4","A4","A2","A5","A1","A3","A3","A5","A1","A5","A5","A1","A5","A3","A5","A4","A5","A5","A3","A2","A5","A2","A5","A2","A3","A5","A4","A4","A2","A4","A2","A3","A4","A4","A3","A3","A2","A3","A3","A3","A4","A3","A2","A4","A3","A2","A5","A1","A3","A4","A2","A2","A4","A3","A5","A5","A4","A1","A2","A3","A5","A1","A3","A1","A2","A3","A5","A4","A5","A3","A1","A4","A5","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A3","","A1","","A2","Y","","","","A1","83","","A2","","1638.87","166.77","","","","","","","","","","","77.74","","","","","","","","","34.4","","165.85","","143.94","","134.78","","","","","","139.17","","60.54","","120.47","","94.72","","165.42","","271","","","","","5.59","","","","","","","","","15.99","","","","","","","","","","","42.49","","","","","","","","","","",""
"1531","2023-04-21 08:44:47","15","fr","459524467","2023-04-21 08:16:38","2023-04-21 08:44:47","A2","","A2","","2004-11-19 00:00:00","174","63","A1","","A2","","","","A2","","A6","","A1","A3","A2","","","","A3","A2","A1","A1","A3","A10","A5","A3","A2","A4","A2","A5","A4","A1","A2","A2","A4","A2","A2","A2","A2","A2","A2","A2","A3","A2","A4","A2","A5","A4","A4","A3","A1","A2","A1","A2","A1","A2","A1","A2","A1","A4","A3","","Y","","","Y","","","Y","","","","A5","A5","A5","A5","A1","A3","A1","A3","A1","A1","A1","A2","A3","A2","A1","A1","A3","A3","A5","A2","A5","A1","A3","A2","A4","A4","A5","A1","A1","A1","A3","A2","A5","A4","A4","A2","A4","A4","A2","A4","A4","A10","A1","A1","A1","A3","A1","A1","A1","A5","A1","A4","A1","A1","A3","A4","A2","A4","A1","A2","A5","A2","A3","A2","A5","A4","A4","A4","A1","A3","A4","A1","A1","A1","A1","A1","A1","A1","A1","A5","A3","A2","A5","A3","A1","A1","A5","A2","A3","A2","A3","A1","A2","A1","A3","A5","A1","A5","A5","A5","A2","A3","A5","A1","A3","A4","A2","A4","A5","A2","A1","A4","A2","A4","A2","A1","A1","-oth-","genoux","A7","","","","","","","A1","","A2","","A2","A2","A2","A2","","A1","A1","","","A1","","A1","","","A1","","A5","","A5","","A2","Y","","","","A1","83260","fabienpraino@gmail.com","A1","","1696.91","128","","","","","","","","","","","105.77","","","","","","","","","41.97","","144.19","","109.84","","123.51","","","","","","118.01","","63.01","","97.81","","58.41","","106.3","","261.06","","","","","73.37","","","","","","","","","139.82","","","","","","","","","","","125.84","","","","","","","","","","",""
"1532","2023-04-21 08:43:00","15","fr","1416195189","2023-04-21 08:16:40","2023-04-21 08:43:00","A2","","A2","","2004-01-07 00:00:00","174","65","A1","","A2","","","","A2","","A6","","A4","A4","A4","","","","A4","A4","A4","A10","A4","A3","A5","A4","A3","A5","A4","A2","A5","A3","A1","A3","A4","A2","A5","A5","A3","A3","A3","A4","A2","A4","A5","A2","A2","A4","A5","A3","A2","A2","A1","A5","A1","A5","A4","A3","A1","A3","A2","Y","Y","Y","Y","Y","","","Y","","","","A5","A5","A4","A5","A1","A2","A2","A1","A1","A1","A1","A1","A3","A4","A2","A1","A4","A2","A3","A4","A3","A1","A4","A3","A2","A4","A3","A2","A1","A1","A1","A3","A4","A2","A2","A3","A4","A2","A4","A4","A3","A3","A2","A2","A4","A4","A1","A2","A4","A3","A1","A5","A4","A4","A3","A2","A3","A3","A4","A3","A3","A2","A4","A3","A4","A4","A2","A4","A1","A3","A5","A4","A4","A4","A4","A3","A2","A1","A2","A4","A2","A2","A3","A2","A1","A2","A3","A1","A4","A1","A4","A3","A1","A5","A4","A5","A5","A3","A3","A1","A3","A1","A5","A2","A3","A2","A3","A4","A4","A4","A3","A4","A2","A4","A2","A2","","","","","","","","","","","","A2","","A2","A2","","","A1","","A2","A1","","A1","","A2","","","A2","A1","","A2","","A3","","A3","Y","","","","A1","83270","reggadnoa@gmail.com","A1","","1587.2","66.19","","","","","","","","","","","61.68","","","","","","","","","36.25","","145.9","","87.64","","143.34","","","","","","106.56","","51.32","","115.6","","42.76","","163.11","","246.85","","","","","11.35","","","","","","","","","255.53","","","","","","","","","","","53.12","","","","","","","","","","",""
"1533","2023-04-21 08:45:44","15","fr","843054485","2023-04-21 08:16:46","2023-04-21 08:45:44","A2","","A2","","2004-11-02 00:00:00","185","77","A1","","A2","","","","A2","","A6","","A4","A4","A4","","","","A3","A4","A4","A3","A2","A3","A4","A3","A2","A4","A2","A3","A3","A2","A3","A3","A4","A3","A3","A2","A3","A2","A3","A2","A3","A2","A4","A3","A4","A4","A4","A4","A2","A2","A2","A3","A1","A4","A2","A2","A1","A3","A1","","Y","","","Y","","","Y","Y","","","A5","A5","A4","A5","A1","A4","A3","A4","A2","A2","A2","A4","A4","A4","A2","A2","A3","A1","A4","A1","A4","A1","A4","A1","A4","A4","A5","A1","A1","A1","A4","A2","A4","A4","A4","A4","A4","A4","A2","A3","A4","A4","A1","A1","A1","A5","A1","A1","A2","A4","A1","A1","A4","A1","A4","A2","A3","A5","A2","A1","A1","A2","A3","A3","A4","A3","A4","A4","A3","A2","A4","A1","A2","A3","A3","A4","A3","A2","A2","A4","A4","A4","A4","A3","A2","A3","A2","A2","A1","A3","A2","A2","A3","A2","A3","A4","A2","A2","A3","A1","A2","A3","A5","A2","A1","A3","A2","A2","A4","A3","A2","A3","A2","A3","A3","A2","","","","","","","","","","","","A2","A1","","","A2","","A1","","A1","A2","","","A1","","A2","","A2","A1","","A3","","A5","","A2","Y","","","","A1","83400","","A2","","1745.54","100.82","","","","","","","","","","","130.5","","","","","","","","","46.73","","133.11","","122.93","","154.23","","","","","","130.42","","68.3","","94.95","","83.29","","125.31","","231.53","","","","","14.56","","","","","","","","","236.63","","","","","","","","","","","72.23","","","","","","","","","","",""
"1534","2023-04-21 08:45:22","15","fr","275226873","2023-04-21 08:17:10","2023-04-21 08:45:22","A2","","A2","","2004-07-21 00:00:00","174","64","A1","","A2","","","","A2","","A6","","A1","A2","A2","","","","A2","A3","A4","A4","A3","A3","A3","A4","A4","A4","A3","A2","A2","A4","A3","A3","A5","A4","A4","A4","A3","A4","A5","A2","A3","A2","A4","A4","A3","A5","A5","A4","A1","A3","A1","A4","A3","A5","A2","A2","A1","A4","A5","","","","Y","Y","","","Y","Y","","","A5","A5","A5","A5","A2","A1","A5","A5","A3","A1","A1","A1","A3","A4","A4","A4","A4","A5","A2","A5","A3","A1","A5","A3","A3","A4","A4","A1","A1","A1","A1","A4","A4","A2","A2","A5","A2","A4","A4","A2","A2","A5","A1","A1","A4","A11","A11","A1","A5","A11","A1","A11","A11","A5","A3","A4","A2","A5","A4","A2","A3","A4","A3","A3","A5","A2","A2","A2","A3","A3","A2","A2","A3","A4","A2","A3","A2","A2","A2","A5","A4","A4","A5","A3","A2","A1","A1","A1","A3","A2","A3","A2","A2","A1","A3","A5","A3","A1","A5","A1","A1","A1","A5","A1","A1","A4","A1","A4","A2","A1","A1","A2","A1","A2","A1","A1","A1","-oth-","genou ","A6","","","","","","","A1","","A1","","A2","","","A1","","A1","","A2","","A1","A1","","","A1","A2","","A7","","A3","","A2","Y","","","","A2","83270","theocastagnetta@gmail.com","A1","RAS","1700.14","89.33","","","","","","","","","","","84.88","","","","","","","","","56.78","","121.26","","91.28","","153.56","","","","","","129.69","","60.04","","98.63","","43.83","","108.59","","216.3","","","","","33.6","","","","","","","","","220.48","","","","","","","","","","","191.89","","","","","","","","","","",""
